word,meaning
callow,1.adj. 年轻而无经验的；羽毛未丰的 2.n. (Callow)人名；(英)卡洛[新经济人高频]
Cambodian,1.n. 柬埔寨人（高棉人）；柬埔寨语 2.adj. 柬埔寨的；柬埔寨人的；柬埔寨语的[新经济人高频]
Cameroon,1.n. 喀麦隆（西非国名）[新经济人高频]
campaigned,1.vi. 作战；参加竞选；参加活动 2.n. 运动；活动；战役[新经济人高频]
Canal,1.n. 运河；[地理] 水道；[建] 管道；灌溉水渠 2.vt. 在…开凿运河 3.n. (Canal)人名；(英、法、西、意、葡)卡纳尔；(土)贾纳尔[新经济人高频]
candidacy,1.n. 候选资格；候选状态[新经济人高频]
cannabis,1.n. 印度大麻（等于hemp）；大麻烟原料；大麻雌花顶部[新经济人高频]
capability,1.n. 才能，能力；性能，容量[新经济人高频]
caper,1.n. 跳跃，雀跃；刺山柑花蕾；不法活动 2.n. (Caper)人名；(英)卡珀 3.vi. 雀跃[新经济人高频]
Capitol,1.n. 美国国会大厦；（美国）州议会大厦[新经济人高频]
capitulate,1.vi. 认输，屈服；屈从，停止反抗；有条件投降；让步[新经济人高频]
capped,1.v. 给…戴帽；去蒂；覆以…；除去盖子；胜过（cap的过去分词形式） 2.adj. 包过的；加盖的；去蒂的[新经济人高频]
Captain,1.n. 队长，首领；船长；上尉；海军上校 2.vt. 指挥；率领[新经济人高频]
Caracas,1.n. 加拉加斯（委内瑞拉首都）[新经济人高频]
Carlos,1.n. 卡洛斯（男子名）[新经济人高频]
Carnegie,1.n. 卡内基（姓氏）[新经济人高频]
carp,1.n. 鲤鱼 2.vi. 吹毛求疵 3.n. (Carp)人名；(罗)卡尔普；(英、葡、瑞典)卡普[新经济人高频]
Cash,1.n. 现款，现金 2.vt. 将…兑现；支付现款 3.n. (Cash)人名；(英)卡什[新经济人高频]
castigate,1.vt. 严惩；苛评；矫正；修订[新经济人高频]
casts,1.n. 演员阵容；[生理] 管型（cast的复数） 2.v. 投（cast的三单形式）[新经济人高频]
Catalan,1.n. 加泰罗尼亚语 2.adj. 加泰罗尼亚的；加泰罗尼亚语的[新经济人高频]
categories,1.n. 类别（category的复数）；分类[新经济人高频]
cater,1.vt. 投合，迎合；满足需要；提供饮食及服务 2.n. (Cater)人名；(英)凯特[新经济人高频]
cattle,1.n. 牛；牲畜（骂人的话）；家畜；无价值的人 2.n. (Cattle)人名；(意)卡特莱[新经济人高频]
cautiously,1.adv. 慎重地，谨慎地[新经济人高频]
caveat,1.n. 警告；中止诉讼手续的申请；货物出门概不退换；停止支付的广告[新经济人高频]
CCTV,1.abbr. 闭路电视（Closed Circuit Television）；中国中央电视台（China Central Television）[新经济人高频]
celebrating,1.v. 庆祝（celebrate的现在分词）[新经济人高频]
celebration,1.n. 庆典，庆祝会；庆祝；颂扬[新经济人高频]
celebrations,1.n. 庆典，庆祝会；庆祝；颂扬[新经济人高频]
censorship,1.n. 审查制度；审查机构[新经济人高频]
centenary,1.n. 一百年；百年纪念 2.adj. 一百年的[新经济人高频]
ceremony,1.n. 典礼，仪式；礼节，礼仪；客套，虚礼[新经济人高频]
chafe,1.n. 擦伤；气恼 2.n. (Chafe)人名；(尼日利)沙费；(英)蔡菲 3.vt. 擦破；擦热；擦痛；激怒 4.vi. 擦伤；磨擦；激怒[新经济人高频]
chalk,1.n. 粉笔；白垩；用粉笔划的记号 2.adj. 用粉笔写的 3.vt. 用粉笔写；用白垩粉擦；记录；规划 4.vi. 变成白垩状 5.n. (Chalk)人名；(英)乔克[新经济人高频]
Chamber,1.n. （身体或器官内的）室，膛；房间；会所 2.adj. 室内的；私人的，秘密的 3.vt. 把…关在室内；装填（弹药等） 4.n. (Chamber)人名；(英)钱伯[新经济人高频]
championed,1.n. 冠军；拥护者；战士 2.vt. 支持；拥护 3.adj. 优胜的；第一流的 4.n. (Champion)人名；(英)钱皮恩；(法)尚皮翁[新经济人高频]
chaotic,1.adj. 混沌的；混乱的，无秩序的[新经济人高频]
chapter,1.n. 章，回；（俱乐部、协会等的）分会；人生或历史上的重要时期 2.vt. 把…分成章节[新经济人高频]
characteristics,1.n. 特性，特征；特色（characteristic的复数）；特质[新经济人高频]
charade,1.n. 看手势猜字谜游戏 2.n. (Charade)人名；(阿拉伯)谢拉德[新经济人高频]
charts,1.n. 图表；排行榜（chart的复数） 2.v. 绘制…的海图；制订计划（chart的第三人称单数）[新经济人高频]
cheating,1.n. 行骗，欺骗行为 2.adj. 欺骗的[新经济人高频]
cheered,1.v. 欢呼（cheer的过去分词）[新经济人高频]
cheering,1.n. 欢呼；喝彩 2.adj. 令人高兴的 3.v. 欢呼（cheer的ing形式）[新经济人高频]
cheerless,1.adj. 阴郁的；惨淡的，无精打采的[新经济人高频]
Chengdu,1.n. 成都市（中国四川省省会）[新经济人高频]
cheque,1.n. 支票[新经济人高频]
CHICAGO,1.n. 芝加哥（美国城市名）[新经济人高频]
chilly,1.adj. 寒冷的；怕冷的 2.n. (Chilly)人名；(法)希伊[新经济人高频]
chip away at,1.削弱；损害；一点点地除掉；从…抽去实质性的东西[新经济人高频]
chisel,1.n. 凿子 2.vt. 雕，刻；凿；欺骗 3.vi. 雕，刻；凿；欺骗[新经济人高频]
chlorine,1.n. [化学] 氯（17号化学元素）[新经济人高频]
choke,1.n. 窒息；噎；[动力] 阻气门 2.vi. 窒息；阻塞；说不出话来 3.vt. 呛；使窒息；阻塞；抑制；扑灭[新经济人高频]
choking,1.v. 阻塞；使…窒息；抑制（choke的ing形式） 2.adj. 令人窒息的；透不过气来的[新经济人高频]
Christie,1.n. 克里斯蒂（姓氏）；挪威首都奥斯陆的旧称[新经济人高频]
Churchill,1.n. 邱吉尔（英国政治家及作家）[新经济人高频]
churn,1.n. 搅乳器 2.vt. 搅拌；搅动 3.vi. 搅拌；搅动[新经济人高频]
churning,1.n. 搅乳；一次提制的奶油 2.v. 搅拌（churn的ing形式）[新经济人高频]
cite,1.vt. 引用；传讯；想起；表彰[新经济人高频]
Civil,1.adj. 公民的；民间的；文职的；有礼貌的；根据民法的 2.n. (Civil)人名；(土)吉维尔；(法)西维尔[新经济人高频]
clamber,1.vt. 爬，攀登 2.vi. 攀登，爬上 3.n. 攀登，爬上[新经济人高频]
clammy,1.adj. 湿粘的；湿冷的（形容词比较级clammier，形容词最高级clammiest，名词clamminess，副词clammily）[新经济人高频]
clarity,1.n. 清楚，明晰；透明 2.n. (Clarity)人名；(英)克拉里蒂[新经济人高频]
Clark,1.n. 克拉克（男子名） 2.n. (Clark)人名；(瑞典、葡、西、芬、斐、意、德、匈、英、土)克拉克[新经济人高频]
classic,1.n. 名著；经典著作；大艺术家 2.adj. 经典的；古典的，传统的；最优秀的[新经济人高频]
cleaning,1.n. 清洗；清除；去污；大败 2.v. 清洁（clean的ing形式）[新经济人高频]
clearer,1.n. [助剂] 澄清剂；清洁器 2.adj. 更清楚的[新经济人高频]
clearing,1.n. 结算；空地；清扫 2.v. 澄清；放晴（clear的ing形式）[新经济人高频]
cleavage,1.n. 劈开，分裂；[晶体] 解理；[胚] 卵裂[新经济人高频]
cling,1.vi. 坚持，墨守；紧贴；附着[新经济人高频]
clinics,1.n. 诊所（clinic的复数形式）[新经济人高频]
clock up,1.记录；赢得；达到[新经济人高频]
clogged,1.v. 阻塞；妨碍（clog的过去分词） 2.adj. 阻塞的；堵住的[新经济人高频]
closest,1.adj. 最靠近的（close的最高级）[新经济人高频]
closure,1.n. 关闭；终止，结束 2.vt. 使终止[新经济人高频]
clusters,1.n. [植] 簇；丛（cluster的复数形式）；[计] 群集[新经济人高频]
clutch,1.n. 离合器；控制；手；紧急关头 2.vt. 抓住；紧握 3.adj. 没有手提带或背带的；紧要关头的 4.vi. 攫；企图抓住[新经济人高频]
clutter  ,1.n. 杂乱，混乱 2.vt. 使凌乱；胡乱地填满 3.n. (Clutter)人名；(英)克拉特[新经济人高频]
coalesce,1.vt. 使…联合；使…合并 2.vi. 合并；结合；联合[新经济人高频]
coal-fired,1.adj. 烧煤的[新经济人高频]
cobble,1.n. 鹅卵石，圆石 2.n. (Cobble)人名；(英)科布尔 3.vt. 修，拙劣地修补；铺鹅卵石，用圆石铺面[新经济人高频]
cocaine,1.n. [药] 可卡因[新经济人高频]
coddle,1.vt. 娇养；溺爱（等于mollycoddle）；用文火煮[新经济人高频]
coercion,1.n. 强制；强迫；高压政治；威压[新经济人高频]
coffer,1.n. 围堰；保险箱；金库；资金 2.vt. 把…放进箱柜；用平顶镶板装饰[新经济人高频]
cognitive,1.adj. 认知的，认识的[新经济人高频]
cohere,1.vi. 凝聚；连贯；粘着；一致[新经济人高频]
coincidence,1.n. 巧合；一致；同时发生[新经济人高频]
collaboration,1.n. 合作；勾结；通敌[新经济人高频]
collectors,1.n. 收藏家；收集者；聚集剂；[电子] 集电极（collector的复数）[新经济人高频]
Collins,1.n. 柯林斯（姓氏名）；柯林斯酒[新经济人高频]
Colombian,1.n. 哥伦比亚人 2.adj. 哥伦比亚的[新经济人高频]
Colombians,1.n. 哥伦比亚人（Colombian的复数）[新经济人高频]
colonel,1.n. 陆军上校 2.n. (Colonel)人名；(法、罗)科洛内尔[新经济人高频]
Columbia,1.n. 哥伦比亚[新经济人高频]
column,1.n. 纵队，列；专栏；圆柱，柱形物[新经济人高频]
come out of the closet,1.vt. 走出衣柜；站出来，承认是同性恋[新经济人高频]
comedy,1.n. 喜剧；喜剧性；有趣的事情[新经济人高频]
comet,1.n. [天] 彗星 2.n. (Comet)人名；(法)科梅[新经济人高频]
comets,1.n. [天] 彗星（comet的复数） 2.n. (Comets)人名；(法)科梅[新经济人高频]
commentator,1.n. 评论员，解说员；实况播音员；时事评论者[新经济人高频]
commerce,1.n. 贸易，商业[新经济人高频]
commercially,1.adv. 商业上；通商上[新经济人高频]
commit,1.vt. 犯罪，做错事；把...交托给；指派…作战；使…承担义务[新经济人高频]
commitments,1.n. 承诺，保证；委托；承担义务；献身[新经济人高频]
Common,1.n. 普通；平民；公有地 2.adj. 共同的；普通的；一般的；通常的 3.n. (Common)人名；(法)科蒙；(英)康芒[新经济人高频]
commonly,1.adv. 一般地；通常地；普通地[新经济人高频]
commotion,1.n. 骚动；暴乱[新经济人高频]
communal,1.adj. 公共的；公社的 2.n. (Communal)人名；(法)科米纳尔[新经济人高频]
commuter,1.n. 通勤者，经常乘公共车辆往返者；[交] 月季票乘客[新经济人高频]
compare,1.vi. 相比，匹敌；比较，区别；比拟（常与to连用） 2.vt. 比拟，喻为；[语]构成 3.n. 比较 4.n. (Compare)人名；(意)孔帕雷[新经济人高频]
compatriots,1.n. 同胞（compatriot复数）[新经济人高频]
compensate,1.vt. 补偿，赔偿；付报酬 2.vi. 补偿，赔偿；抵消[新经济人高频]
competent,1.adj. 胜任的；有能力的；能干的；足够的[新经济人高频]
competitor,1.n. 竞争者，对手[新经济人高频]
compiled,1.v. 编辑（compile的过去分词） 2.adj. 编译的[新经济人高频]
complacency,1.n. 自满；满足；自鸣得意[新经济人高频]
complacent,1.adj. 自满的；得意的；满足的[新经济人高频]
compliance,1.n. 顺从，服从；承诺[新经济人高频]
composition,1.n. 作文，作曲，作品；[材] 构成；合成物；成分[新经济人高频]
compound,1.n. [化学] 化合物；混合物；复合词 2.adj. 复合的；混合的 3.vt. 合成；混合；和解妥协；搀合 4.vi. 和解；妥协[新经济人高频]
concentrate,1.n. 浓缩，精选；浓缩液 2.vi. 集中；浓缩；全神贯注；聚集 3.vt. 集中；浓缩[新经济人高频]
concentration,1.n. 浓度；集中；浓缩；专心；集合[新经济人高频]
concerted,1.adj. 协调的；协定的；商议定的[新经济人高频]
concession,1.n. 让步；特许（权）；承认；退位[新经济人高频]
conciliatory,1.adj. 安抚的；调和的；调停的[新经济人高频]
concur,1.vi. 同意；一致；互助[新经济人高频]
condemned,1.adj. 已被定罪的；被责难的[新经济人高频]
condoms,1.n. [医] 避孕套；橡皮套（condom复数形式）[新经济人高频]
confined,1.v. 限制（confine的过去式和过去分词） 2.adj. 狭窄的；幽禁的；有限制的；在分娩中的[新经济人高频]
confirms,1.确认 2.证实（confirm的第三人称单数）[新经济人高频]
confound,1.vt. 使混淆；挫败；讨厌；使混乱[新经济人高频]
confused,1.v. 困惑（confuse的过去式） 2.adj. 困惑的；混乱的；糊涂的[新经济人高频]
confusing,1.v. 使迷惑；使混乱不清；使困窘（confuse的ing形式） 2.adj. 混乱的；混淆的；令人困惑的[新经济人高频]
Congressional,1.adj. 国会的；会议的；议会的[新经济人高频]
connecting,1.n. 连接；管接头，套管 2.v. 连接（connect的ing形式） 3.adj. [计] 连接的[新经济人高频]
conquest,1.n. 征服，战胜；战利品 2.n. (Conquest)人名；(英)康奎斯特[新经济人高频]
conscription,1.n. 征兵；征兵制度；征用[新经济人高频]
consecutive,1.adj. 连贯的；连续不断的[新经济人高频]
conservatism,1.n. 保守主义；守旧性[新经济人高频]
consideration,1.n. 考虑；原因；关心；报酬[新经济人高频]
consisted,1.vi. 组成；在于；符合[新经济人高频]
consistent,1.adj. 始终如一的，一致的；坚持的[新经济人高频]
consists,1.v. 由…构成；由…组成（consist的三单形式）[新经济人高频]
constituency,1.n. （选区的）选民；支持者；（一批）顾客[新经济人高频]
constituents,1.n. 成分（constituent的复数）[新经济人高频]
constitute,1.vt. 组成，构成；建立；任命[新经济人高频]
constraint,1.n. [数] 约束；局促，态度不自然；强制[新经济人高频]
construct,1.n. 构想，概念 2.vt. 建造，构造；创立[新经济人高频]
Consumers,1.n. [经][生态] 消费者，消耗者；用户，顾客（consumer的复数）[新经济人高频]
container,1.n. 集装箱；容器[新经济人高频]
containers,1.n. [包装] 容器；[交] 集装箱[新经济人高频]
containing,1.n. 包含 2.v. 包含；容纳；克制（contain的ing形式） 3.adj. 包含的；封闭的[新经济人高频]
contend,1.vi. 竞争；奋斗；斗争；争论 2.vt. 主张；为...斗争[新经济人高频]
contract,1.n. 合同；婚约 2.vt. 感染；订约；使缩短 3.vi. 收缩；感染；订约[新经济人高频]
contracted,1.v. 使收缩；订契约（contract的过去式和过去分词） 2.adj. 契约的；收缩了的；狭小的[新经济人高频]
contractor,1.n. 承包人；立契约者[新经济人高频]
contrite,1.adj. 悔悟了的；后悔的；悔罪的[新经济人高频]
convenient,1.adj. 方便的；[废语]适当的；[口语]近便的；实用的[新经济人高频]
convention,1.n. 大会；[法] 惯例；[计] 约定；[法] 协定；习俗[新经济人高频]
conversation,1.n. 交谈，会话；社交；交往，交际；会谈；（人与计算机的）人机对话[新经济人高频]
converse,1.n. 逆行，逆向；倒；相反的事物 2.adj. 相反的，逆向的；颠倒的 3.vi. 交谈，谈话；认识 4.n. (Converse)人名；(英)康弗斯 5.n. 匡威（服装品牌）[新经济人高频]
conversion,1.n. 转换；变换；[金融] 兑换；改变信仰[新经济人高频]
converted,1.v. 转变；改变信仰（convert的过去式和过去分词形式） 2.adj. 修改的；改变信仰的[新经济人高频]
convincing,1.v. 使相信；使明白（convince的现在分词） 2.adj. 令人信服的；有说服力的[新经济人高频]
