word,meaning
braid,n.穗子；发辫；v.编成辫子[红宝书]
braise,v.炖，蒸[红宝书]
brake,n.刹车；v.减速，阻止[红宝书]
brassy,a.厚脸皮的，无礼的[红宝书]
brat,n.孩子；顽童[红宝书]
brattish,a.(指小孩）讨厌的，被宠坏的，无礼的[红宝书]
bravado,n.故作勇敢，虚张声势[红宝书]
bray,v.大声而刺耳地发出(叫唤或声音）[红宝书]
brazen,a.厚脸皮的[红宝书]
breach,n.裂缝，缺口；v.打破，裂开；违背[红宝书]
breed,v.繁殖；教养；n.品种，种类[红宝书]
brevity,n.短暂[红宝书]
brew,v.酿酒；沏，煮咖啡；酝酿，即将发生[红宝书]
bribe,v.贿赂[红宝书]
bricklayer,n.砌砖盖房者，泥瓦匠[红宝书]
bridle,n.马笼头，马缰；v.抑制，控制[红宝书]
brilliant,a.卓越的；辉煌的，壮丽的[红宝书]
brink,n.(峭壁的)边沿，边缘[红宝书]
briny,a.盐水的，咸的[红宝书]
brisk,a.敏捷的，活泼的；清新健康的[红宝书]
bristling,a.竖立的[红宝书]
brittle,a.易碎的，脆弱的[红宝书]
brochure,n.小册子，说明书[红宝书]
bromide,n.平庸的人或话；溴化物[红宝书]
brook,n.小河[红宝书]
browbeat,v.欺侮；吓唬[红宝书]
brownish,adj.成褐色的[红宝书]
browse,v.吃草；浏览 n.嫩叶；嫩芽[红宝书]
bruise,v.受伤，擦伤[红宝书]
bruit,v.散布(谣言)[红宝书]
brusque,a.唐突的，鲁莽的[红宝书]
brusqueness,n.唐突，直率[红宝书]
brutal,a.残忍的；严酷的[红宝书]
brutality,n.野蛮，暴行[红宝书]
brute,n./a.野兽(的)；残忍的(人)[红宝书]
buck,v.反对；n.雄鹿；雄兔[红宝书]
buckle,n.皮带扣环 v.扣紧[红宝书]
bucolic,a.乡村的；牧羊的[红宝书]
budget,n.预算[红宝书]
buffer,v.缓冲，减轻[红宝书]
buffet,v.反复敲击；连续打击[红宝书]
buffoon,n.演出时的丑角；粗俗而愚蠢的人[红宝书]
bulge,n./v.膨胀，鼓起[红宝书]
bulky,a.庞大的；笨重的[红宝书]
bullion,n.金条，银条[红宝书]
bully,v.以强欺弱，威胁；n.欺负别人者[红宝书]
bumble,v.说哈含糊；拙劣地做[红宝书]
bump,v.碰撞 n.碰撞声[红宝书]
bumper,a.特大的  n.保险杠[红宝书]
bumptious,a.傲慢的，自夸的[红宝书]
bungle,v.笨拙的做[红宝书]
buoy,n.浮标；救生圈；v.鼓励，支持[红宝书]
buoyant,a.有浮力的；快乐的[红宝书]
burdensome,adj.繁重的，劳累的[红宝书]
burgeon,v.迅速成长，发展[红宝书]
burial,n.埋葬，埋藏[红宝书]
burlesque,n.讽刺或滑稽的戏剧[红宝书]
burning,adj.燃烧的，强烈的[红宝书]
burnish,v.擦亮，磨光[红宝书]
burrow,v.挖掘，钻进，翻寻 n.地洞[红宝书]
burst,v.爆炸；爆裂；突然发生[红宝书]
bust,n.半身(雕)像[红宝书]
bustle,v.奔忙，忙乱 n.喧闹，熙熙攘攘[红宝书]
butt,v.用头抵撞，顶撞；n.粗大的一端；烟蒂[红宝书]
buttress,n.拱墙，拱壁；v.支持[红宝书]
buxom,a.体态丰满的[红宝书]
bygone,a.过去的[红宝书]
byline,n.(列作者名字的)报刊文章开头或结尾[红宝书]
byproduct,n.副产品；副作用[红宝书]
byzantine,a.错综复杂的[红宝书]
cabinet,n.橱柜；内阁[红宝书]
cacophonous,a.发音不和谐的，不协调的[红宝书]
cacophony,n.难听的声音[红宝书]
cadence,n.抑扬顿挫；节奏，韵律[红宝书]
cadet,n.军校或警官学校的学生[红宝书]
cadge,v.乞讨；占便宜[红宝书]
cajole,v.(以甜言蜜语)哄骗[红宝书]
calamity,n.大灾祸，不幸之事[红宝书]
calculable,a.可计算的；可信赖的[红宝书]
calibrate,v.量…口径；精确校准[红宝书]
callous,a.起老茧的，结硬块的；无情的[红宝书]
callow,a.（鸟)未生羽毛的 ；（人）未成熟的[红宝书]
calorie,n.卡路里；卡(热量单位)[红宝书]
calumniate,v.诽谤，中伤[红宝书]
calumny,n.诽谤，中伤[红宝书]
camaraderie,n.同志之情，友情[红宝书]
cameo,n.浮雕宝石；生动刻画；(演员)出演[红宝书]
camouflage,n./v.掩饰，伪装[红宝书]
canard,n.谣言，假新闻[红宝书]
canary,n.金丝雀；女歌星[红宝书]
candid,a.率直的[红宝书]
candidacy,n.候选人的资格[红宝书]
candor,n.坦白，率直[红宝书]
cannily,adv.机灵的[红宝书]
canny,a.精明仔细的[红宝书]
canon,"n.真作,圣典"[红宝书]
canonical,a.（教会）符合规定的，经典的[红宝书]
canopy,n.蚊帐，华盖[红宝书]
canorous,a.音调优美的，有旋律的[红宝书]
cantankerous,a.脾气坏的，好争吵的[红宝书]
canvass,v.细查；拉选票[红宝书]
canyon,n.峡谷[红宝书]
capacious,adj.容量大的，宽敞的[红宝书]
caper,n.雀跃，跳跃 v.跳跃[红宝书]
capitulate,v.(有条件地)投降[红宝书]
caprice,n.奇思妙想，反复无常，人性[红宝书]
capricious,a.怪想的；变化无常的，任性的[红宝书]
capsule,n.荚膜，蒴果；胶囊[红宝书]
caption,n.标题[红宝书]
captious,adj.吹毛求疵的[红宝书]
captivate,v.迷惑，吸引[红宝书]
captivating,adj.吸引人的[红宝书]
capture,v.俘获；夺取或赢得；n.战利品[红宝书]
carbohydrate,n.碳水化合物[红宝书]
cardiac,a.心脏的[红宝书]
cardinal,a.最重要的；n.红衣主教[红宝书]
cardiologist,n.心脏病专家[红宝书]
careen,v.（船）倾斜；使倾斜[红宝书]
caress,n.爱抚，抚摸；v.爱抚或抚摸某人[红宝书]
careworn,a.忧心忡忡的，饱经忧患的[红宝书]
cargo,n.(船、飞机等装载的)货物[红宝书]
caricature,n.讽刺画；滑稽模仿[红宝书]
carnage,n.大屠杀，残杀[红宝书]
carnivorous,a.肉食动物的[红宝书]
carouse,n.狂饮寻乐晚会[红宝书]
carp,n.鲤鱼；v.吹毛求疵[红宝书]
carpenter,n.木匠[红宝书]
carrion,n.腐肉[红宝书]
cartoon,n.漫画[红宝书]
carve,v.雕刻；（把肉等）切成片[红宝书]
cast,n.演员阵容；剧团；v.扔；铸造[红宝书]
caste,n.社会等级，等级[红宝书]
castigate,v.惩治，严责[红宝书]
casual,a.偶然的[红宝书]
catalog,n.目录；系列[红宝书]
catalyze,v.促使；激励[红宝书]
catastrophe,n.突如其来的大灾难[红宝书]
category,n.类别，范畴[红宝书]
cater,v.迎合；提供饮食及服务[红宝书]
caterpillar,n.毛毛虫，蝴蝶的幼虫[红宝书]
catharsis,n.宣泄；情感(受艺术作用而起的)净化[红宝书]
catholic,a.普遍的；广泛的；(人)宽厚的[红宝书]
caucus,n.政党高层会议[红宝书]
caudal,a.尾部的，像尾部的[红宝书]
caulk,v.填塞(隙缝使不漏水)[红宝书]
causal,a.原因的，因果关系的[红宝书]
caustic,a.腐蚀性的；刻薄的；n.腐蚀剂[红宝书]
cauterize,v.(用腐蚀性物质或烙铁)烧灼(表皮组织)以消毒或止血[红宝书]
cautionary,a.劝人谨慎的，警戒的[红宝书]
cautious,a.小心的，审慎的[红宝书]
cavalry,n.骑兵部队，装甲部队[红宝书]
cavil,v.挑毛病，吹毛求疵[红宝书]
cavort,v.腾越，欢跃[红宝书]
cede,v.割让(土地权利)，放弃[红宝书]
celebrated,a.有名的，知名的[红宝书]
celebrity,n.名声；知名人士[红宝书]
celerity,n.快速，迅速[红宝书]
celestial,a.天体的，天上的[红宝书]
celibate,n.独身者[红宝书]
cello,n.大提琴[红宝书]
cellular,a.细胞的；蜂窝式的[红宝书]
cement,n.水泥；胶粘剂；v.粘合，巩固[红宝书]
censorious,a.挑剔的[红宝书]
censure,n.指责，谴责[红宝书]
centralization,n.集中；集权化[红宝书]
centrifugal,a.离心的[红宝书]
centripetal,a.向心的[红宝书]
cephalic,a.头的，头部的[红宝书]
ceramic,n.陶瓷制品；a.陶器的[红宝书]
cerebral,a.大脑的；运用理性的（非感性的）[红宝书]
ceremonious,a.仪式隆重的[红宝书]
ceremony,n.典礼，仪式[红宝书]
certainty,n.确定的事情[红宝书]
certification,n.证明[红宝书]
certitude,n.确定无疑[红宝书]
cessation,n.中止，(短暂的)停止[红宝书]
cession,n.割让，转让[红宝书]
chafe,v.摩擦生热；擦痛；激怒[红宝书]
chaffing,a.玩笑的，嘲弄的[红宝书]
chagrin,v./n.失望，懊恼[红宝书]
chameleon,n.变色龙，蜥蜴；善变之人[红宝书]
chancy,a.不确定的，不安的[红宝书]
chandelier,n.枝形吊灯(烛台)[红宝书]
chant,n.圣歌；v.歌唱或背诵[红宝书]
chantey,n.船歌[红宝书]
chaos,n.混乱[红宝书]
chaotic,a.混乱的[红宝书]
char,v.烧焦；使…燃烧成焦炭[红宝书]
characteristic,a.有特色的；典型性的；n.与众不同的特征[红宝书]
characterization,n.描绘，刻画[红宝书]
characterize,v.描述或刻画…的特点[红宝书]
charade,n.用动作等表演文字意义的字谜游戏[红宝书]
charisma,n.(大众爱戴的)领袖气质；魅力[红宝书]
charismatic,adj.有魅力的[红宝书]
charitable,a.仁慈的；宽厚的[红宝书]
charity,n.仁慈；施舍[红宝书]
charlatan,n.江湖郎中，骗子[红宝书]
charm,n.魅力；咒语，咒符；v.吸引，迷住[红宝书]
chart,n.图表 v.绘制地图，制订计划[红宝书]
charter,n.特权，(公司)执照；宪章；v.包租车船[红宝书]
chary,a.小心的，审慎的[红宝书]
chase,v.雕镂；追捕[红宝书]
chaste,a.贞洁的；朴实的[红宝书]
chasten,v.（通过惩罚而使坏习惯等）改正；磨练[红宝书]
chastise,v.（严惩）责打，体罚；谴责[红宝书]
chastisement,n.惩罚[红宝书]
chauvinistic,a.沙文主义的，过分爱国主义的[红宝书]
checkered,a.多变的[红宝书]
cheeky,a.无礼的，厚颜无耻的[红宝书]
cherubic,a.天使的，无邪的，可爱的[红宝书]
chic,a.漂亮的，时髦的[红宝书]
chicanery,n.欺诈，欺骗[红宝书]
chide,v.叱责，指责[红宝书]
chimera,n.神话怪物；不可能实现的梦幻[红宝书]
chip,n.薄片，碎片；集成电路片[红宝书]
chipmunk,n.花栗鼠(像松鼠的美洲小动物)[红宝书]
chipper,a.爽朗的，活泼的[红宝书]
chirp,v.（鸟或虫）唧唧叫[红宝书]
chisel,n.凿子；v.凿；欺骗[红宝书]
chivalrous,a.骑士精神的；对女人彬彬有礼的[红宝书]
choice,a.上等的；精选的[红宝书]
choke,v.(使)窒息，阻塞[红宝书]
choleric,a.易怒的，暴躁的[红宝书]
choosy,a.挑三拣四的，挑剔的[红宝书]
choppy,a.波浪起伏的； （风）不断改变方向的[红宝书]
chorale,n.赞美诗；合唱队[红宝书]
choreographic,adj.舞蹈术的，舞台舞蹈的[红宝书]
chortle,v.开心地笑，咯咯地笑[红宝书]
chorus,n.合唱队，歌舞团[红宝书]
chromatic,a.彩色的，五彩的[红宝书]
chromosome,n.染色体[红宝书]
chronic,a.慢性的，长期的[红宝书]
chronological,a.按年代顺序排列的[红宝书]
chubby,a.丰满的，圆胖的[红宝书]
chuck,v.丢弃，抛弃；解雇；辞职[红宝书]
chuckle,v.轻声地笑[红宝书]
churl,n.粗鄙之人[红宝书]
ciliate,a.有纤毛的；有睫毛的[红宝书]
cinder,n.余烬，矿渣[红宝书]
circuitous,a.迂回的，绕圈子的[红宝书]
circular,a.圆形的[红宝书]
circulate,v.循环；流通；发行[红宝书]
circulation,n.循环，流通；发行额[红宝书]
circumlocution,n.迂回累赘的陈述[红宝书]
circumscribe,v.限制，划界限[红宝书]
circumspect,a.慎重的[红宝书]
circumstantial,a.不重要的，偶然的；描述详细的[红宝书]
circumvent,v.回避；用计谋战胜或规避[红宝书]
citation,n.引证；引文；船票[红宝书]
cite,v.引用，引述[红宝书]
civil,a.国内的；公民的；文明的[红宝书]
civilian,n.平民[红宝书]
civility,n.彬彬有礼，斯文[红宝书]
claim,v.要求或索要；n.声称拥有的权力[红宝书]
clairvoyance,n.超人的洞察力[红宝书]
clairvoyant,adj.透视的，有洞察力的[红宝书]
clamber,v.吃力地爬上，攀登[红宝书]
clammy,a.湿冷的，发粘的[红宝书]
clamor,v./n.吵闹，喧哗[红宝书]
clandestine,a.秘密的，偷偷摸摸的[红宝书]
clannish,adj.排他的，门户之见的[红宝书]
clarification,n.解释，澄清[红宝书]
clarify,v.澄清[红宝书]
clarify,v.澄清[红宝书]
clash,v.冲突，撞击[红宝书]
clasp,n.钩子，扣子；紧握[红宝书]
clause,n.从句；(法律等)条款[红宝书]
claustrophobic,a.(患)幽闭恐怖症的，导致幽闭恐惧症的[红宝书]
cleave,v.劈开；分裂[红宝书]
cleft,n.裂缝；a.劈开的[红宝书]
clemency,n.温和；仁慈，宽厚[红宝书]
clement,a.温和的；仁慈的[红宝书]
clench,v.握紧；咬紧（牙关等）[红宝书]
cliché,a.陈腐的 n.陈词滥调[红宝书]
cliché,n.陈词滥调的[红宝书]
climactic,a.高潮的[红宝书]
climate,n.气候，风气[红宝书]
climax,n.顶点，高潮[红宝书]
clinch,v.钉牢；最终解决[红宝书]
cling,v.紧抓住；舍不得放弃[红宝书]
clinical,a.临床的；冷静客观的[红宝书]
clog,n.障碍； v.阻塞[红宝书]
closet,n.壁橱；a.秘密的[红宝书]
clot,n.凝块；v.使凝结成块[红宝书]
cloudburst,n.大暴雨，豪雨[红宝书]
cloy,v.生腻，吃腻[红宝书]
clumsy,a.笨拙的；拙劣的[红宝书]
cluster,n.串，束，群；v.成群，成串[红宝书]
clutter,v.弄乱 n.零乱[红宝书]
coagulate,v.使凝结[红宝书]
coagulation,n.凝固[红宝书]
coalesce,v.联合，合并[红宝书]
coarse,a.粗糙的；低劣的；粗俗的[红宝书]
coarsen,v.使某物变粗糙[红宝书]
coax,v.哄诱，巧言诱哄[红宝书]
coda,n.乐曲的尾声[红宝书]
coddle,v.溺爱；悉心照料[红宝书]
code,n.密码；法典；v.将某事物编写成密码[红宝书]
codify,v.将法律、规则等编成法典[红宝书]
coerce,v.强迫；压制[红宝书]
coercion,n.强制，高压统治[红宝书]
coercive,a.强制的，强迫性的[红宝书]
coeval,a.同年代的[红宝书]
coffer,n.保险柜，保险箱[红宝书]
cogent,a.有说服力的[红宝书]
cogitate,v.慎重仔细地思考，思索[红宝书]
cognitive,a.认知的；感知的[红宝书]
cognizant,a.知道的，认识的[红宝书]
coherent,a.连贯的，一致的[红宝书]
cohesion,n.（人、物）内聚力，凝聚力[红宝书]
cohesive,a.凝聚的[红宝书]
coincidentally,adv.巧合地[红宝书]
coincidential,adj.巧合的，同时发生的[红宝书]
cold-blooded,a.[生]冷血的；残酷的[红宝书]
collaborate,v.合作，协作；通敌[红宝书]
collaborative,adj.协作的[红宝书]
collage,n.拼贴画[红宝书]
collapse,v.坍塌，塌陷；虚脱，晕倒[红宝书]
collate,v.对照，核对[红宝书]
collateral,a.平行的；旁系的，次要的，附属的；n.担保品[红宝书]
collision,n.碰撞，冲突[红宝书]
colloquial,a.口语的，口头的[红宝书]
colloquy,n.(非正式的）交谈，会谈[红宝书]
collude,v.串通，共谋[红宝书]
collusion,n.共谋，勾结[红宝书]
collusive,adj.共谋的[红宝书]
colonize,v.建立殖民地[红宝书]
colony,n.菌群；殖民地[红宝书]
coloration,n.着色法，染色法；颜色，色泽[红宝书]
colorful,adj.富有色彩的，有趣的[红宝书]
colossal,a.巨大的，庞大的[红宝书]
colt,n.小雄马；新手[红宝书]
coma,n.昏迷状态[红宝书]
comatose,a.昏迷的[红宝书]
combat,n./v.格斗，搏斗[红宝书]
combative,a.好斗的[红宝书]
combine,v.（使）联合，结合；协作[红宝书]
combustible,a.易燃的；易激动的[红宝书]
comedienne,n.说笑话、演滑稽剧等的女演员[红宝书]
comely,a.吸引人的，美丽的[红宝书]
comestible,n.食物，食品[红宝书]
cometary,a.彗星的[红宝书]
comeuppance,n.应得的惩罚，因果报应[红宝书]
comic,a.可笑的；喜剧的；n.喜剧演员[红宝书]
comma,n.逗号[红宝书]
commemorate,v.纪念(伟人、大事件等)[红宝书]
commence,v.开始，倡导[红宝书]
commencement,n.开始；(大学的)毕业典礼[红宝书]
commend,v.推荐，推举；表扬；称赞[红宝书]
commensurate,a.同样大小的；相称的[红宝书]
commentary,n.实况报道；(对书等的)集注[红宝书]
commentator,n.评论员[红宝书]
commercialize,v.使商业化，使商品化[红宝书]
commingle,v.搀和，混合[红宝书]
commiserate,v.同情，怜悯[红宝书]
commission,n.委托；佣金[红宝书]
commit,v.托付；承诺；犯罪[红宝书]
commited,adj.(对事业、本职工作等)尽忠的[红宝书]
commitment,n.承诺，许诺[红宝书]
commodious,a.宽敞的[红宝书]
commodity,n.商品[红宝书]
commonplace,a.平常的，平庸的[红宝书]
commonsense,a.具有常识的[红宝书]
communal,a.全体共用的，共享的[红宝书]
